title,ingredients,method,Main ingredients,Cuisine,Course,Prep time,Cook time,Serve,Taste,Level of cooking,Veg/Non Veg
Pinwheel Chicken,[],"['Preheat oven to 180deg C.', 'Roughly chop onion.', 'Heat oil in a non-stick pan, add cumin seeds and saute till they change colour, add garlic and saute for a minute.', 'Add chopped onion and saute till translucent.', 'Chop green chillies and add to the pan and mix well.', 'Add chicken mince and saute on high heat for 2-3 minutes.', 'Add salt andgaram masala powder and mix well. Continue to cook for 2-3 minutes. Cool and grind till smooth.', 'Add coriander, mint, cashewnuts and desiccated coconut and mix well. Set aside.', 'Slit chicken breast, stuff with the chicken mixture.', 'Place the chicken over the aluminum foil, sprinkle salt and roll it tightly to make a pinwheel.', 'Put the tray in the preheated oven and bake for 5-10 minutes.', 'Heat butter in a non-stick pan, place the baked chicken and cook for 1-2 minutes.']",,Fusion,Snacks and Starters,,31-40 minutes,4,Spicy,,Non Veg
Rainbow Idli with Beet Ketchup,[],"['Heat a steamer with water, grease the idli moulds with oil.', 'Add salt to the idli batter and mix well, put a spoonful of idli batter in each mould. Top the idli batter individually with carrot, sweet corn, blueberry, nuts, green peas and beetroot puree.', 'Place them in the steamer and steam for 10 minutes.', 'To make ketchup, heat a non-stick pan, add beetroot puree, apple cider vinegar, brown sugar, coriander powder, 5 spice powder, clove powder, black peppercorns, tomato puree and salt and mix well, cook until it thickens.', 'Remove the idlis from the steamer, let them cool and then demould.', 'Wrap them in Freshwrapp and pack in the tiffin with beetroot ketchup.']",,Fusion,Snacks and Starters,,16-20 minutes,4,Tangy,,Veg
Roomali Roti - SK Khazna,[],"['Mix together flour, salt and oil in a parat. Add milk and knead into soft dough. Cover with a damp muslin cloth and let the dough rest for 1 hour.', 'Keep a metal kadai upside down over the flame and heat. Spray some water on it and wipe with a tissue.', 'Divide the dough into equal portions, place each portion on dusted worktop and roll out into large thin roti.', 'Place the roti on the upturned kadai, and roast, turning sides, till evenly done on both sides. Fold the roti into half and again into half to make a triangle. Make more rotis similarly.', 'Keep the rotis in a napkin lined basket and serve hot.']",,Indian,Breads,,16-20 minutes,4,Mild,,Veg
Nariyal aur Kachche Aam ki Chutney,[],"['Combine coconut slices, coriander leaves, grated mango, garlic, mint leaves, ginger, green chillies and salt in a blender jar. Add sufficient water and blend into a fine paste.', 'Serve as an accompaniment with your choice of snacks and starters.']",,Indian,"Pickles, Jams and Chutneys",,0-5 minutes,4,Spicy,,Veg
Crispy Crunchy Baby Corn,[],[],,Fusion,Snacks and Starters,,6-10 minutes,4,Spicy,,Veg
Kokum Sharbat - SK Khazana,[],"['Drain the kokum petals and put into a grinder jar, add some water and grind into a fine puree. Reserve the water in which kokum was soaked.', 'Heat reserved kokum water in a non-stick pan. Add sugar, stir, bring to a boil and cook till the mixture becomes thick.', 'Take 4 serving glasses, in each glass put 1 tablespoon kokum puree, 1 tablespoon kokum syrup, black salt,  1/2  teaspoon cumin powder and 1 teaspoon lemon juice. Top with sufficient water.', 'Add some ice cubes and some torn mint leaves, stir and serve immediately.']",,Maharashtrian,Beverages,,6-10 minutes,4,Sweet & Sour,,Veg
Rotli Pizza,[],"['Put wheat flour, semolina, salt, baking soda, yogurt, 1 teaspoon chopped green chillies,1 tablespoon coriander leaves and 1 tablespoon oil in a bowl and mix well. Add sufficient water and knead into a stiff dough. Set aside for 10-15 minutes.', 'Divide the dough into equal portions and roll out into thin rotlis dusting with flour.', 'Layer half the rotlis with some grated cheese and place another rotli over the cheese and roll out again to a thin disc.', 'Heat a non-stick tawa. Place a cheese stuffed rotli on it and roast for a minute.', 'Add remaining green chillies and remaining coriander leaves to dosa batter and mix well.', 'Flip and spread some of the dosa batter on the rotli.', 'Switch off heat, top with some cabbage, red bell pepper, green capsicum and press with a spoon. Switch on heat, drizzle some oil around the rotli pizza, flip it and cook for a minute.', 'Flip the rotli pizza again, drizzle some oil all around, spread some grated cheese, cover and cook till cheese melts.', 'Flip the rotli pizza again, drizzle some oil all around, spread some grated cheese, cover and cook till cheese melts.']",,Fusion,Snacks and Starters,,21-25 minutes,4,Mild,,Veg
Chicken Dhansaak,[],"['Heat 3 tbsps oil in a pressure cooker, add cumin seeds, pumpkin, potato, chana dal, tuvar dal, masoor dal and moong dal and mix well.', 'Cube brinjals and add. Add fenugreek leaves, green chillies, ginger and garlic and mix well.', 'Add 3 cups of water, turmeric powder, red chilli powder, dhansaak masala and mix. Add salt and mint leaves and mix.', 'Cover the cooker with the lid and cook under pressure till 3 whistles are given out.', 'Meanwhile heat 2 tbsps oil in a non stick pan. Slice onions and add and saute for 2-3 minutes. Add chicken and mix.', 'Cut tomatoes into big cubes.', 'Add salt, turmeric powder, dhansaak masala and red chilli powder to chicken and mix well. Add  1/4  cup water, cover and cook.', 'Grind tomatoes to a puree and add to the chicken. Tear a few mint leaves and add. Mix well, cover and cook.', 'Switch off the heat under the pressure cooker and let it remain for 10 minutes. Open the lid and mash the mixture with a hand blender. Adjust salt.', 'Add this mixture to the chicken and mix well. Cover and cook for a few minutes.', 'Serve hot with brown rice and kachumber.']",,Parsi,Main Course Chicken,,31-40 minutes,4,Spicy,,Non Veg
Coconut Chikki,[],"['Heat jaggery in a non-stick pan and cook till it melts.', 'Dry-roast grated coconut in another non-stick pan till golden and fragrant. Transfer roasted coconut in a bowl. Similarly, dry-roast poppy seeds.', 'Add sugar to melted jaggery, mix and cook till sugar melts and caramelizes. Add  1/2  of roasted coconut and mix. Add roasted poppy seeds and mix well.', 'Add cardamom powder and mix. Add remaining roasted coconut, mix and cook for a minute.', 'Fill in  1/4  of a silicon muffin mould with coconut-jaggery mixture and level it out. Refrigerate to set for  1/2 -1 hour.', 'Demould and serve.']",,Indian,Snacks and Starters,,11-15 minutes,4,Sweet,,Veg
Sandwich Dhokla,[],"['Take besan in a bowl. Add yogurt and mix well. Add water and whisk till smooth. Keep it overnight to ferment.', 'Dry roast the rice and dal on medium heat for four to five minutes. Cool and grind into a semi-coarse powder. Put the powder in a bowl.', 'Add yogurt and one and a half cups of warm water. Mix thoroughly so that no lumps are formed and the batter is of pouring consistency. Let it ferment overnight.', 'Add green chilli-ginger paste, salt and turmeric powder to the besan mixture and mix well. Add salt, crushed black peppercorns and green chilli paste to the rice batter and mix well.', 'Mix soda and lemon juice in a small bowl. Add half of it to the white batter and the remaining to the besan batter.Heat water in a steamer and grease the dhokla plates. Pour white batter into two plates till half full and fit the plates into the stand.', 'Keep the stand in the steamer, cover with the lid and steam till half done.Take the stand out and remove the dhokla plates. Spread green chutney evenly on both the white dhoklas. Pour the besan batter over this and rotate the plates so that the batter spreads evenly.', 'Fit the plates into the stand and place the stand in the steamer. Close the lid and steam for eight minutes. Take the stand out and let it cool slightly. Garnish with coriander leaves and coconut. Or you can pour a tempering of oil and mustard seeds.', 'Cut into squares and serve.']",,Gujarati,Snacks and Starters,,41-50 minutes,4,Mild,,Veg
Pineapple Aur Bread Ka Halwa,[],"['Core the pineapple and cut 5-6 slices. Cut the remaining pineapple into small pieces and set aside.', 'Heat 1 tbsp ghee in a non stick pan. Place the pineapple slices in the pan and cook till they caramelize. Trim the sides of the bread slices and cut into small pieces.', 'Trim the sides of the bread slices and cut into small pieces.', 'Transfer the caramelized pineapple slices into a plate and set aside.Add the bread pieces to the pan and saute in the remaining ghee for 1-2 minutes or till slightly crisp. Then add 2 more tbsps ghee and saute for 2-3 minutes.', 'Transfer the bread pieces into a plate and keep aside.', 'Add the remaining ghee to the same pan. Add cashewnuts, walnuts, pistachios, raisins, sugar, saffron, green cardamom powder and mix well.', 'Add chopped pineapple pieces and cook till they become transparent.', 'Add bread pieces and mix. Add khoya and mix well. Cook for 2-3 minutes. Transfer the halwa onto a serving plate. Garnish with the caramelized pineapple slices and pistachios and serve.']",,Indian,Desserts,,11-15 minutes,4,Sweet,,Veg
Seed Crusted Chicken with Mango Yogurt Sauce,"[' 3/4  cup mixed seeds (pumpkin/sunflower/melon/black sesame seeds), toasted', '2 boneless chicken breasts', ' 1/4  cup desiccated coconut', '1 egg', 'Salt to taste', '1 cup rice flour', 'Crushed black peppercorns to taste', 'Oil for shallow frying', 'Sauce', ' 1/2  cup mango puree', ' 1/4  cup yogurt', '3 tablespoons mustard paste', '1 tablespoon lemon juice', '2 teaspoons red chilli flakes']","['Put the mixed seeds into a blender jar and grind into a fine powder and transfer onto a plate.Add desiccated coconut to the seeds mixture and mix well.', 'For dipping sauce, take yogurt, mango puree, mustard paste, lemon juice and chilli flakes in a bowl and mix well until combined. Transfer into a small container with a lid.', 'Break egg into a bowl, whisk well, add salt and whisk again. Spread the rice flour on another plate. Add salt and mix well.', 'Heat oil in a non-stick pan place the chicken breasts on yet another plate, sprinkle salt and crushed black peppercorns over them rub in well on both sides.', 'Dust the chicken with the rice flour, dip in egg and then coat it with the seeds mixture.', 'Place the chicken in the hot pan and cook, turning sides, till both  sides are evenly golden brown. Drain and place them  on an absorbent paper.', 'Cut the chicken into slices and pack them in tiffin with the mango yogurt sauce.']",,Fusion,Snacks and Starters,,16-20 minutes,4,Tangy,,Non Veg
Penne with Spicy Paneer Balls in Tangy Tomato Sauc,[],"['Heat 1 tablespoon olive oil in a non-stick pan. Add half the onion and 1 tablespoon chopped garlic, mix and saute till onion turns pink. Add salt and mix well.', 'Add green chillies and 1 teaspoon chopped parsley, mix well and saute for a minute.', 'Take the cottage cheese in a bowl. Add the sauteed mixture and parmesan cheese and mix well. Divide the mixture into equal portions and shape them into balls.', 'Break the egg in another bowl and whisk well.', 'Spread the cornflakes and flour on two different plates.', 'Coat the cottage cheese balls in in the flour, dip in the egg and coat in the cornflakes.', 'Heat sufficient oil in a pan. Deep-fry prepared balls till golden and crisp. Drain on absorbent paper.', 'Heat remaining olive oil in another non-stick pan. Add remaining onion, remaining garlic and salt, mix and saute well.', 'Add remaining parsley, basil leaves, Worcestershire sauce and Tabasco sauce and mix well.', 'Add tomatoes and chilli flakes, mix well and cook for 2-3 minutes. Add fried cottage cheese balls and mix well.', 'Add penne pasta and mix well. Add salt and crushed peppercorns and toss well. Let it get heated through.', 'Transfer onto a serving plate, drizzle some olive oil, top with some parmesan cheese and garnish with some parsley. Serve hot.']",,Fusion,Noodles and Pastas,,21-25 minutes,4,Spicy,,Non Veg
Beetroot Browines,[],"['Preheat oven to 200o C. Grease a square baking tin with butter and line it with butter paper.', 'Take flax seed powder in a large bowl, add 9 tablespoons water and mix well, set aside for 5 minutes.', 'Peel the roasted banana and mash it with a fork. Add the banana to the flax seed mixture.', 'Add beetroot puree and mix well. Add honey and coconut oil and whisk till well combined.', 'Sift rice flour into the beetroot mixture and fold in gently. Sift cocoa powder into the beetroot mixture and fold in again. Add salt, baking powder and walnuts and mix well.', 'Pour the batter into the prepared cake tin, keep it in the preheated oven and bake for 20-25 minutes.', 'Remove the tin from the oven and let it cool. Cut it into squares and pack it in the tiffin.']",,Fusion,Desserts,,21-25 minutes,4,Sweet,,Veg
